trade_date,h.1,h.2,h.3,h.4,h.5
2012-12-28,0.5735687125035321,0.5873783193484112,0.6010580658691383,0.6146091732231279,0.6280328510844914
2012-12-31,0.7054067799699008,0.7182289086702265,0.7309290956702111,0.7435085006663942,0.7559682723263064
2013-01-02,0.831267498777901,0.843016433915913,0.8546523568325181,0.8661763545847164,0.8775895037731798
2013-01-03,0.8651909847884433,0.8766319066135999,0.8879626406311075,0.8991842480625305,0.9102977799087809
2013-01-04,0.822606421389749,0.8344411503944086,0.84616232108002,0.8577710230779403,0.8692683355641366
2013-01-07,0.7901667078831764,0.8022934333076046,0.8143040898475251,0.8261997884364735,0.8379816293748744
2013-01-08,0.7718662275430525,0.7841304816464332,0.7962775900197203,0.8083086716157638,0.8202248346993971
2013-01-09,0.7370546992960594,0.7495407176210701,0.761907693115531,0.7741567607445795,0.7862890446524927
2013-01-10,0.8031160289817988,0.8149987071220449,0.8267675176333652,0.8384235516701917,0.8499678899307977
2013-01-11,0.7523675200869575,0.7646382035970716,0.7767914492362518,0.78882838095603,0.8007501119510416
2013-01-14,0.7050438654485185,0.7176907737686576,0.7302168321221424,0.7426231953140896,0.7549110071146534
2013-01-15,0.6660560111954802,0.6790002216383927,0.6918207171677179,0.7045186801946898,0.7170952818295903
2013-01-16,0.6512278846705326,0.6642759782210939,0.6771994302033827,0.6899994312526812,0.7026771606307589
2013-01-17,0.655130683612911,0.6681454534427023,0.6810363796106536,0.6938046405665398,0.7064514035464506
2013-01-18,0.618850401964689,0.6321489539806878,0.6453215412501079,0.6583693569191925,0.6712935828326266
2013-01-22,0.582922317035624,0.5964943377375963,0.6099380242822883,0.6232545901703483,0.6364452374278198
2013-01-23,0.5526449501185509,0.566441855809403,0.5801087352777143,0.5936468139300309,0.607057305624296
2013-01-24,0.5351579260438042,0.5493163369721092,0.5633428420246978,0.57723867009372,0.5910050386224357
2013-01-25,0.5851482073342797,0.5988420341283507,0.6124075817789483,0.6258460519617542,0.6391586350955587
2013-01-28,0.5781362270714441,0.5918092685517575,0.6053544645830145,0.618773010543644,0.6320660906350672
2013-01-29,0.5736938977850319,0.5873358823055748,0.6008503857705731,0.6142385994597486,0.6275017035206011
2013-01-30,0.5412960483068815,0.555137737940911,0.5688506661970698,0.5824360308693316,0.5958950186092731
2013-01-31,0.5283803548586292,0.542307305364651,0.5561053867554004,0.5697757914849518,0.5833197009733411
2013-02-01,0.5405181330428855,0.554362507374337,0.5680788901390231,0.5816684646219932,0.5951324031687983
2013-02-04,0.7995918249475971,0.8113477916352829,0.8229905723508915,0.8345212568443869,0.8459409243736646
2013-02-05,0.7590240577340981,0.7710798681162421,0.7830198846197213,0.7948452194238013,0.8065569740254668
2013-02-06,0.7117089580629735,0.7241529889628839,0.7364780934495196,0.7486854080912392,0.7607760585943262
2013-02-07,0.731847065373515,0.7440648574194038,0.7561655365066141,0.7681502252148265,0.780020035363297
2013-02-08,0.7101868834855541,0.7225384598671283,0.7347715256270637,0.7468872178483537,0.7588866627039333
2013-02-11,0.6689709198862576,0.6816303002210675,0.6941685256847355,0.7065867557734148,0.7188861388864591
2013-02-12,0.6423295240848859,0.6551848596271681,0.6679175593607032,0.6805287931920672,0.6930197198672996
2013-02-13,0.6063246305698077,0.6194399133419493,0.6324302862434635,0.6452969389151728,0.6580410496677676
2013-02-14,0.6023036503732607,0.6154235254357924,0.6284186714395017,0.6412902741684028,0.654039508133405
2013-02-15,0.5771775762894414,0.5905831351004328,0.6038626472567102,0.6170172979202942,0.6300482611096406
2013-02-19,0.6394967154182402,0.652350913120366,0.665083119894594,0.6776944934784068,0.690186180621945
2013-02-20,0.6914957952543597,0.7038822809161929,0.7161503740738692,0.7283012063465923,0.7403358985373234
2013-02-21,0.8505809126411233,0.8616372675889159,0.8725865310140847,0.8834297402019079,0.8941679223905497
2013-02-22,0.9392204696728572,0.9495132587806443,0.959705812130461,0.9697991058626977,0.979794106611655
2013-02-25,1.3806465045550542,1.3870555208262356,1.393401059297966,1.3996837486831168,1.4059042114675029
2013-02-26,1.3169280662060583,1.3238626219884475,1.3307281454551427,1.3375253238110292,1.344254837419985
2013-02-27,1.3300206934035401,1.3368261903395244,1.3435639011734932,1.3502345010884151,1.3568386585421044
2013-02-28,1.232277360954803,1.2399429582937267,1.2475317366441458,1.2550444658295632,1.2624819079588758
2013-03-01,1.1475709924513977,1.1560013580574442,1.1643472002067001,1.1726093663374715,1.1807886953915865
2013-03-04,1.0745073800993852,1.0836099167730726,1.0926204225138971,1.1015398277979347,1.1103690536937094
2013-03-05,1.0638836252232526,1.073080995075906,1.0821849887173294,1.0911965541486326,1.1001166297463523
2013-03-06,0.991006573314604,1.0009057943771147,1.0107037250328492,1.020401401701384,1.029999850197486
2013-03-07,0.9254865501165022,0.935958523299893,0.9463253738795336,0.9565881571256799,0.9667479177152871
2013-03-08,0.8641213080478584,0.8751941785476338,0.8861549435350597,0.8970047380045264,0.9077446854593539
2013-03-11,0.8104395000892435,0.8220315316689886,0.8335057095686258,0.8448632319810533,0.8561052849174011
2013-03-12,0.7856513013246627,0.7973818424327849,0.8089953699819397,0.8204930511964568,0.8318760416574629
2013-03-13,0.7392171691795435,0.7514239043653768,0.7635079542769491,0.775470551977507,0.7873129181372456
2013-03-14,0.756872648628911,0.7688335460533531,0.7806764176029869,0.7924024279150993,0.8040127301347513
2013-03-15,0.7097892437050466,0.7222143865389526,0.7345161975062178,0.7466959007979463,0.758754708453932
2013-03-18,0.7779379256339896,0.7897550471769761,0.8014539801580157,0.8130359066362185,0.8245019968483682
